DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2011-06-08	21623375	Albagha OM	2011-05-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21623375	Genome-wide association identifies three new susceptibility loci for Paget's disease of bone.	Paget's disease	741 European ancestry cases, 2,699 European ancestry controls	1,474 European ancestry cases, 1,671 European ancestry controls	6p22.3	6	22303975	PRL	CASC15			ENSG00000272168			rs1341239-T	rs1341239	0	1341239	intron_variant	0	0.38	4E-06	5.39794000867204		1.2	[NR]	Illumina [2487078] (imputed)	N
2011-06-08	21623375	Albagha OM	2011-05-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21623375	Genome-wide association identifies three new susceptibility loci for Paget's disease of bone.	Paget's disease	741 European ancestry cases, 2,699 European ancestry controls	1,474 European ancestry cases, 1,671 European ancestry controls	7q33	7	135608380	NUP205	NUP205			ENSG00000155561			rs4294134-G	rs4294134	0	4294134	intron_variant	0	0.84	8E-10	9.09691001300806		1.45	[1.29-1.63]	Illumina [2487078] (imputed)	N
2011-06-08	21623375	Albagha OM	2011-05-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21623375	Genome-wide association identifies three new susceptibility loci for Paget's disease of bone.	Paget's disease	741 European ancestry cases, 2,699 European ancestry controls	1,474 European ancestry cases, 1,671 European ancestry controls	8q22.3	8	104347204	TM7SF4	DCSTAMP, DPYS			ENSG00000164935, ENSG00000147647			rs2458413-A	rs2458413	0	2458413	intron_variant	0	0.58	7E-17	16.1549019599857		1.4	[1.29-1.51]	Illumina [2487078] (imputed)	N
2011-06-08	21623375	Albagha OM	2011-05-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21623375	Genome-wide association identifies three new susceptibility loci for Paget's disease of bone.	Paget's disease	741 European ancestry cases, 2,699 European ancestry controls	1,474 European ancestry cases, 1,671 European ancestry controls	10p13	10	13113726	OPTN	OPTN			ENSG00000123240			rs1561570-T	rs1561570	0	1561570	intron_variant	0	0.53	4E-38	37.397940008672		1.67	[1.54-1.80]	Illumina [2487078] (imputed)	N
2011-06-08	21623375	Albagha OM	2011-05-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21623375	Genome-wide association identifies three new susceptibility loci for Paget's disease of bone.	Paget's disease	741 European ancestry cases, 2,699 European ancestry controls	1,474 European ancestry cases, 1,671 European ancestry controls	14q32.12	14	92636964	RIN3	RIN3			ENSG00000100599			rs10498635-C	rs10498635	0	10498635	intron_variant	0	0.82	3E-11	10.5228787452803		1.44	[1.29-1.60]	Illumina [2487078] (imputed)	N
2011-06-08	21623375	Albagha OM	2011-05-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21623375	Genome-wide association identifies three new susceptibility loci for Paget's disease of bone.	Paget's disease	741 European ancestry cases, 2,699 European ancestry controls	1,474 European ancestry cases, 1,671 European ancestry controls	15q24.1	15	74044292	PML	PML			ENSG00000140464			rs5742915-C	rs5742915	0	5742915	missense_variant	0	0.45	2E-14	13.698970004336		1.34	[1.25-1.45]	Illumina [2487078] (imputed)	N
2011-06-08	21623375	Albagha OM	2011-05-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21623375	Genome-wide association identifies three new susceptibility loci for Paget's disease of bone.	Paget's disease	741 European ancestry cases, 2,699 European ancestry controls	1,474 European ancestry cases, 1,671 European ancestry controls	18q21.33	18	62414860	TNFRSF11A	TNFRSF11A - RPL17P44	ENSG00000141655	ENSG00000241088		23572	818	rs3018362-A	rs3018362	0	3018362	intergenic_variant	1	0.36	8E-21	20.0969100130081		1.45	[1.34-1.56]	Illumina [2487078] (imputed)	N
2011-06-08	21623375	Albagha OM	2011-05-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21623375	Genome-wide association identifies three new susceptibility loci for Paget's disease of bone.	Paget's disease	741 European ancestry cases, 2,699 European ancestry controls	1,474 European ancestry cases, 1,671 European ancestry controls	Xq24	X	119433739	SLC25A43	SLC25A43			ENSG00000077713			rs5910578-C	rs5910578	0	5910578	intron_variant	0	0.74	1E-07	7		1.34	[NR]	Illumina [2487078] (imputed)	N
2011-06-23	21666692	Chasman DI	2011-06-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21666692	Genome-wide association study reveals three susceptibility loci for common migraine in the general population.	Migraine	5,122 European ancestry cases, 18,108 European ancestry controls	3,831 European ancestry cases, 13,889 European ancestry controls	1p36.32	1	3167148	PRDM16	PRDM16			ENSG00000142611			rs2651899-C	rs2651899	0	2651899	intron_variant	0	0.43	4E-09	8.39794000867204		1.11	[1.07-1.15]	Affymetrix, Illumina [2608509] (imputed)	N
2011-06-23	21666692	Chasman DI	2011-06-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21666692	Genome-wide association study reveals three susceptibility loci for common migraine in the general population.	Migraine	5,122 European ancestry cases, 18,108 European ancestry controls	3,831 European ancestry cases, 13,889 European ancestry controls	2q37.1	2	233916448	TRPM8	MSL3P1 - TRPM8	ENSG00000224287	ENSG00000144481		48004	925	rs10166942-T	rs10166942	0	10166942	intergenic_variant	1	0.81	6E-12	11.2218487496164		1.18	[1.12-1.22]	Affymetrix, Illumina [2608509] (imputed)	N
2011-06-23	21666692	Chasman DI	2011-06-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21666692	Genome-wide association study reveals three susceptibility loci for common migraine in the general population.	Migraine	5,122 European ancestry cases, 18,108 European ancestry controls	3,831 European ancestry cases, 13,889 European ancestry controls	12q13.3	12	57133500	LRP1	LRP1			ENSG00000123384			rs11172113-T	rs11172113	0	11172113	intron_variant	0	0.59	4E-09	8.39794000867204		1.11	[1.08-1.15]	Affymetrix, Illumina [2608509] (imputed)	N
2011-06-29	21666691	Sun LD	2011-06-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21666691	Genome-wide association study identifies two new susceptibility loci for atopic dermatitis in the Chinese Han population.	Atopic dermatitis	1,012 Han Chinese ancestry cases, 1,362 Han Chinese ancestry controls	3,624 Han Chinese ancestry cases, 12,197 Han Chinese ancestry controls, 1,806 European ancestry cases, 3,256 European ancestry controls	1q21.3	1	152328341	FLG	FLG-AS1			ENSG00000237975			rs3126085-A	rs3126085	0	3126085	intron_variant	0	0.58	6E-12	11.2218487496164		1.22	[NR]	Illumina [491905]	N
2011-07-14	21685912	Hoglinger GU	2011-06-19	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21685912	Identification of common variants influencing risk of the tauopathy progressive supranuclear palsy.	Progressive supranuclear palsy	1,069 European ancestry cases, 2,958 European ancestry controls, 45 cases, 329 controls	1,051 European ancestry cases, 3,560 European ancestry controls	1q25.3	1	180993146	STX6	STX6			ENSG00000135823			rs1411478-?	rs1411478	0	1411478	intron_variant	0	0.58	4E-11	10.397940008672		1.27	[1.19-1.37]	Illumina [531451]	N
2011-07-14	21685912	Hoglinger GU	2011-06-19	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21685912	Identification of common variants influencing risk of the tauopathy progressive supranuclear palsy.	Progressive supranuclear palsy	1,069 European ancestry cases, 2,958 European ancestry controls, 45 cases, 329 controls	1,051 European ancestry cases, 3,560 European ancestry controls	2p11.2	2	88595833	EIF2AK3	EIF2AK3			ENSG00000172071			rs7571971-?	rs7571971	0	7571971	non_coding_transcript_exon_variant	0	0.74	4E-13	12.397940008672		1.33	[1.22-1.43]	Illumina [531451]	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	2q34	2	210678331	CPS1	CPS1			ENSG00000021826			rs715-T	rs715	0	715	3_prime_UTR_variant	0	0.71	2E-16	15.698970004336	(pyroglutamine)	0.036	[0.028-0.044] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	2q34	2	210678331	CPS1	CPS1			ENSG00000021826			rs715-T	rs715	0	715	3_prime_UTR_variant	0	0.72	4E-16	15.397940008672	(glutaroyl carnitine)	0.022	[0.016-0.028] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	2q37.1	2	233759924	UGT1A1	UGT1A9, UGT1A4, UGT1A7, UGT1A5, UGT1A3, UGT1A8, UGT1A6, UGT1A10			ENSG00000241119, ENSG00000244474, ENSG00000244122, ENSG00000240224, ENSG00000243135, ENSG00000242366, ENSG00000167165, ENSG00000242515			rs887829-T	rs887829	0	887829	intron_variant	0	0.34	3E-168	167.52287874528	(biliverdin)	0.113	[0.11-0.12] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	2q37.1	2	233759924	UGT1A1	UGT1A9, UGT1A4, UGT1A7, UGT1A5, UGT1A3, UGT1A8, UGT1A6, UGT1A10			ENSG00000241119, ENSG00000244474, ENSG00000244122, ENSG00000240224, ENSG00000243135, ENSG00000242366, ENSG00000167165, ENSG00000242515			rs887829-T	rs887829	0	887829	intron_variant	0	0.33	2E-152	151.698970004336	(bilirubin (Z,Z))	0.168	[0.16-0.18] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	2q37.1	2	233759924	UGT1A1	UGT1A9, UGT1A4, UGT1A7, UGT1A5, UGT1A3, UGT1A8, UGT1A6, UGT1A10			ENSG00000241119, ENSG00000244474, ENSG00000244122, ENSG00000240224, ENSG00000243135, ENSG00000242366, ENSG00000167165, ENSG00000242515			rs887829-T	rs887829	0	887829	intron_variant	0	0.33	2E-140	139.698970004336	(X-11530)	0.112	[0.1-0.12] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	2q37.1	2	233764076	UGT1A1	UGT1A8, UGT1A6, UGT1A1, UGT1A3, UGT1A5, UGT1A9, UGT1A10, UGT1A7, UGT1A4			ENSG00000242366, ENSG00000167165, ENSG00000241635, ENSG00000243135, ENSG00000240224, ENSG00000241119, ENSG00000242515, ENSG00000244122, ENSG00000244474			rs4148324-T	rs4148324	0	4148324	intron_variant	0	0.67	5E-117	116.301029995664	(X-11442)	0.109	[0.099-0.119] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	2q37.1	2	233764076	UGT1A1	UGT1A8, UGT1A6, UGT1A1, UGT1A3, UGT1A5, UGT1A9, UGT1A10, UGT1A7, UGT1A4			ENSG00000242366, ENSG00000167165, ENSG00000241635, ENSG00000243135, ENSG00000240224, ENSG00000241119, ENSG00000242515, ENSG00000244122, ENSG00000244474			rs4148324-T	rs4148324	0	4148324	intron_variant	0	0.67	2E-116	115.698970004336	(X-11441)	0.109	[0.099-0.119] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	2q37.1	2	233759924	UGT1A1	UGT1A9, UGT1A4, UGT1A7, UGT1A5, UGT1A3, UGT1A8, UGT1A6, UGT1A10			ENSG00000241119, ENSG00000244474, ENSG00000244122, ENSG00000240224, ENSG00000243135, ENSG00000242366, ENSG00000167165, ENSG00000242515			rs887829-T	rs887829	0	887829	intron_variant	0	0.33	3E-114	113.52287874528	(X-11793--oxidized bilirubin)	0.093	[0.085-0.101] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	2q37.1	2	233759924	UGT1A1	UGT1A9, UGT1A4, UGT1A7, UGT1A5, UGT1A3, UGT1A8, UGT1A6, UGT1A10			ENSG00000241119, ENSG00000244474, ENSG00000244122, ENSG00000240224, ENSG00000243135, ENSG00000242366, ENSG00000167165, ENSG00000242515			rs887829-T	rs887829	0	887829	intron_variant	0	0.33	4E-95	94.397940008672	(bilirubin (E,E))	0.128	[0.12-0.14] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	2q37.1	2	233759924	UGT1A1	UGT1A9, UGT1A4, UGT1A7, UGT1A5, UGT1A3, UGT1A8, UGT1A6, UGT1A10			ENSG00000241119, ENSG00000244474, ENSG00000244122, ENSG00000240224, ENSG00000243135, ENSG00000242366, ENSG00000167165, ENSG00000242515			rs887829-T	rs887829	0	887829	intron_variant	0	0.32	2E-56	55.698970004336	(bilirubin (E,Z or Z,E))	0.081	[0.071-0.091] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	2q37.3	2	240880379	AGXT	AGXT			ENSG00000172482			rs4675874-A	rs4675874	0	4675874	3_prime_UTR_variant	0	0.71	3E-20	19.5228787452803	(X-12556)	0.024	[0.018-0.03] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	3p24.1	3	30712081	GADL1	AC096921.2 - GADL1	ENSG00000261468	ENSG00000144644		12505	14119	rs6804368-A	rs6804368	0	6804368	regulatory_region_variant	1	0.57	8E-21	20.0969100130081	(X-12244--N-acetylcarnosine)	0.022	[0.018-0.026] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	3p21.31	3	45772602	SLC6A20	SLC6A20			ENSG00000163817			rs17279437-A	rs17279437	0	17279437	missense_variant	0	0.1	1E-20	20	(pyroglutamine)	0.059	[0.047-0.071] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	3p21.31	3	45767837	SLC6A20	SLC6A20			ENSG00000163817			rs4327428-A	rs4327428	0	4327428	intron_variant	0	0.11	3E-12	11.5228787452803	(X-11315)	0.031	[0.023-0.039] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	3p21.1	3	53248172	TKT	TKT			ENSG00000163931			rs4687717-T	rs4687717	0	4687717	intron_variant	0	0.42	1E-13	13	(erythronate)	0.013	[0.0091-0.0169] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	3p14.1	3	67365898	SUCLG2	SUCLG2			ENSG00000172340			rs17806888-T	rs17806888	0	17806888	intron_variant	0	0.88	7E-11	10.1549019599857	(succinylcarnitine)	0.022	[0.016-0.028] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	3q26.33	3	179946314	PEX5L	PEX5L			ENSG00000114757			rs9842133-T	rs9842133	0	9842133	intron_variant	0	0.66	4E-12	11.397940008672	(carnitine)	0.006	[0.004-0.008] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	3q27.1	3	183037421	MCCC1	MCCC1			ENSG00000078070			rs2270968-T	rs2270968	0	2270968	missense_variant	0	0.26	1E-16	16	(hydroxyisovaleroyl carnitine)	0.031	[0.023-0.039] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	3q27.3	3	186736391	KNG1	AC068631.1, KNG1			ENSG00000197099, ENSG00000113889			rs5030062-A	rs5030062	0	5030062	non_coding_transcript_exon_variant	0	0.61	6E-13	12.2218487496164	(bradykinin, des-arg(9))	0.072	[0.052-0.092] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	3q29	3	196214345	SLC51A	PCYT1A, SLC51A			ENSG00000161217, ENSG00000163959			rs7642243-C	rs7642243	0	7642243	missense_variant	0	0.39	8E-16	15.0969100130081	(X-09789)	0.048	[0.036-0.06] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	4p16.1	4	9924068	SLC2A9	AC108199.1, SLC2A9			ENSG00000249219, ENSG00000109667			rs938554-C	rs938554	0	938554	non_coding_transcript_exon_variant	0	0.23	6E-93	92.2218487496164	(urate)	0.035	[0.031-0.039] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	4p16.1	4	9976681	SLC2A9	SLC2A9			ENSG00000109667			rs16868246-C	rs16868246	0	16868246	intron_variant	0	0.21	2E-14	13.698970004336	(histidine)	0.01	[0.008-0.012] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	4p15.2	4	22822398	GBA3	GBA3 - AC097512.1	ENSG00000249948	ENSG00000248837		2823	175137	rs3099557-A	rs3099557	0	3099557	intergenic_variant	1	0.85	2E-39	38.698970004336	(X-11799)	0.148	[0.13-0.17] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	4q22.1	4	88305270	PPM1K	PPM1K-DT						rs1440581-T	rs1440581	0	1440581	intron_variant	0	0.46	1E-19	19	(leucine)	0.008	[0.006-0.01] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	4q22.1	4	88305270	PPM1K	PPM1K-DT						rs1440581-T	rs1440581	0	1440581	intron_variant	0	0.46	1E-16	16	(3-methyl-2-oxovalerate)	0.014	[0.01-0.018] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	4q22.1	4	88305270	PPM1K	PPM1K-DT						rs1440581-T	rs1440581	0	1440581	intron_variant	0	0.46	3E-12	11.5228787452803	(valine)	0.008	[0.006-0.01] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	4q22.1	4	88322666	PPM1K	PPM1K-DT						rs10022462-T	rs10022462	0	10022462	intron_variant	0	0.45	5E-11	10.301029995664	(2-aminobutyrate)	0.012	[0.0081-0.0159] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	4q32.1	4	155887136	TDO2	TDO2			ENSG00000151790			rs13122250-T	rs13122250	0	13122250	intron_variant	0	0.55	9E-12	11.0457574905607	(tryptophan)	0.006	[0.004-0.008] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	4q32.1	4	158709665	ETFDH	PPID			ENSG00000171497			rs8396-T	rs8396	0	8396	3_prime_UTR_variant	0	0.7	9E-38	37.0457574905607	(decanoylcarnitine)	0.053	[0.045-0.061] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	4q32.1	4	158709665	ETFDH	PPID			ENSG00000171497			rs8396-T	rs8396	0	8396	3_prime_UTR_variant	0	0.7	1E-31	31	(octanoylcarnitine)	0.048	[0.04-0.056] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	4q32.1	4	158709665	ETFDH	PPID			ENSG00000171497			rs8396-T	rs8396	0	8396	3_prime_UTR_variant	0	0.7	9E-13	12.0457574905607	(cis-4-decenoyl carnitine)	0.026	[0.018-0.034] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	4q35.2	4	186253529	KLKB1	KLKB1			ENSG00000164344			rs4253311-A	rs4253311	0	4253311	intron_variant	0	0.49	4E-48	47.397940008672	(bradykinin, des-arg(9))	0.141	[0.12-0.16] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	4q35.2	4	186236304	KLKB1	KLKB1			ENSG00000164344			rs4253252-T	rs4253252	0	4253252	intron_variant	0	0.48	3E-22	21.5228787452803	(X-11792)	0.086	[0.068-0.104] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	5p15.2	5	14876460	ANKH	UQCRBP3 - HNRNPKP5	ENSG00000249928	ENSG00000250662		1749	1207	rs835154-A	rs835154	0	835154	intergenic_variant	1	0.55	1E-10	10	(citrate)	0.012	[0.0081-0.0159] unit decrease	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	5p13.2	5	35967898	UGT3A1	UGT3A1			ENSG00000145626			rs10491431-A	rs10491431	0	10491431	intron_variant	0	0.15	2E-11	10.698970004336	(X-11445--5-alpha-pregnan-3beta,20alpha-disulfate)	0.081	[0.057-0.105] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	5q14.1	5	79050946	BHMT	DMGDH			ENSG00000132837			rs16876394-T	rs16876394	0	16876394	intron_variant	0	0.9	1E-19	19	(betaine)	0.03	[0.024-0.036] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	5q31.1	5	132316836	SLC22A4	SLC22A4, MIR3936HG			ENSG00000197208, ENSG00000233006			rs11950562-A	rs11950562	0	11950562	intron_variant	0	0.52	2E-41	40.698970004336	(isovalerylcarnitine)	0.036	[0.03-0.042] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
2014-12-10	24816252	Shin SY	2014-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24816252	An atlas of genetic influences on human blood metabolites.	Blood metabolite levels	7,824 European ancestry individuals	NA	5q31.1	5	132325463	SLC22A4	SLC22A4, MIR3936HG			ENSG00000197208, ENSG00000233006			rs273913-T	rs273913	0	273913	intron_variant	0	0.38	1E-25	25	(3-dehydrocarnitine)	0.026	[0.02-0.032] unit increase	Affymetrix, Illumina [2100000] (imputed)	N
